examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
Java.pdf	java/Java.pdf	150	Java	pág 234	¿Cuál será el resultado del siguiente fragmento de código? public class OverloadedConstructorsTest { private String name; private int age; public OverloadedConstructorsTest() { this("Unknown", 0); System.out.println("Default constructor called"); } public OverloadedConstructorsTest(String name) { this(name, 0); System.out.println("Constructor with name called"); } public OverloadedConstructorsTest(String name, int age) { this.name = name; this.age = age; System.out.println("Constructor with name and age called"); } public static void main(String[] args) { OverloadedConstructorsTest obj1 = new OverloadedConstructorsTest(); OverloadedConstructorsTest obj2 = new OverloadedConstructorsTest("Alice"); OverloadedConstructorsTest obj3 = new OverloadedConstructorsTest("Bob", 30); } } Opción a: Default constructor called Constructor with name and age called Constructor with name called Con
Java.pdf	java/Java.pdf	151	Herramientas/general	pág 239	¿Cuál de las siguientes opciones es una herramienta de comprensión y gestión de proyectos basada en el concepto de modelo de objetos de proyecto (POM)? a. Git b. IDE c. Artifactory d. Maven e. Docker La respuesta correcta es: d. Maven
Java.pdf	java/Java.pdf	152	Java	pág 240	import java.util.Arrays; import java.util.Comparator; class SortLongs implements Comparator<Long> { @Override public int compare(Long a, Long b) { return b.compareTo(a); } } public class Test { public static void main(String[] args) { Long[] values = {20L, 70L, 50L, 30L}; SortLongs sort = new SortLongs(); Arrays.sort(values, sort); System.out.println(Arrays.toString(values)); } } What is the result? a. An ArrayIndexOutOfBoundsException is thrown. b. [20, 70, 50, 30] c. [20, 30, 50, 70] d. [70, 50, 30, 20] e. Compilation fails. La clave está en analizar el Comparator : @Override public int compare(Long a, Long b) { return b.compareTo(a); } ● b.compareTo(a) → ordena en orden descendente (el mayor va primero). ● El arreglo inicial es: {20L, 70L, 50L, 30L} . ● Después de aplicar Arrays.sort(values, sort) , el resultado será: [70, 50, 30, 20]
Java.pdf	java/Java.pdf	153	Java	pág 242	public class NestedForLoopTest { public static void main(String[] args) { int[][] matrix = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} }; for (int i = 0; i < matrix.length; i++) { for (int j = 0; j < matrix[i].length; j++) { if (i == j) { System.out.print(matrix[i][j] + " "); } } } } } a. 147 b. 123456789 c. 159 d. 159246837 Vamos a analizarlo 👇 El código: int[][] matrix = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} }; for (int i = 0; i < matrix.length; i++) { for (int j = 0; j < matrix[i].length; j++) { if (i == j) { System.out.print(matrix[i][j] + " "); } } } Paso a paso: ● El if (i == j) imprime solo los elementos de la diagonal principal de la matriz. ● La matriz es: 1 2 3 4 5 6 7 8 9 ● Elementos con i == j : ○ matrix[0][0] = 1 ○ matrix[1][1] = 5 ○ matrix[2][2] = 9 Salida: 1 5 9
Java.pdf	java/Java.pdf	154	Herramientas/general	pág 245	En el contexto de Maven. ¿Cuál es la función principal del archivo settings.xml? a. Ninguna opción es correcta. b. Conﬁgurar la información del repositorio local y remoto, así como las credenciales y perﬁles de usuario. c. Especiﬁcar las dependencias del proyecto. d. Deﬁnir la estructura de directorios del proyecto. e. Generar informes de construcción y documentación. En Maven , el archivo settings.xml no es parte del proyecto , sino de la conﬁguración de Maven en la máquina local (ubicado típicamente en ~/.m2/settings.xml ). Su función principal es: ● Deﬁnir el repositorio local . ● Conﬁgurar repositorios remotos adicionales. ● Guardar credenciales (usuario/contraseña) para repositorios privados. ● Conﬁgurar perﬁles de usuario (que permiten personalizar el comportamiento de Maven para distintos entornos).
Java.pdf	java/Java.pdf	155	Java	pág 246	abstract class Animal { private void speak() { System.out.println("Animals make noise"); } public static void main(String[] args) { Animal animal = new Dog(); animal.speak(); } } class Dog extends Animal { protected void speak() { System.out.println("The Dog barks"); } } public class Test { public static void main(String... strings) { Animal.main(strings); } } a. Animals make noise b. Compilation fails. c. The Dog barks d. A runtime exception is thrown. Vamos a analizar el código paso a paso 👇 Código: abstract class Animal { private void speak() { System.out.println("Animals make noise"); } public static void main(String[] args) { Animal animal = new Dog(); animal.speak(); } } class Dog extends Animal { protected void speak() { System.out.println("The Dog barks"); } } public class Test { public static void main(String... strings) { Animal.main(strings); } } Puntos importantes: 1.
Java.pdf	java/Java.pdf	156	Java	pág 249	¿Cuál de las siguientes afirmaciones sobre la palabra clave throw es verdadera? a. Se utiliza para detectar excepciones generadas por otros métodos. b. Se utiliza para declarar que un método puede generar una excepción. c. Se utiliza para deﬁnir el código de limpieza que se debe ejecutar. d. Se utiliza para generar una excepción manualmente. La pregunta es sobre la palabra clave throw en Java. Opciones: a. ❌ Se utiliza para detectar excepciones generadas por otros métodos. 👉 Eso lo hace try-catch , no throw . b. ❌ Se utiliza para declarar que un método puede generar una excepción. 👉 Eso lo hace throws , no throw . c. ❌ Se utiliza para definir el código de limpieza que se debe ejecutar. 👉 Eso lo hace finally . d.
Java.pdf	java/Java.pdf	157	Java	pág 250	¿Cuál de las siguientes anotaciones es verdadera acerca de la siguiente jerarquía de clases? class Vehicle { String type = "Vehicle"; } class Car extends Vehicle { String type = "Car"; } class ElectricCar extends Car { String type = "ElectricCar"; } a) ElectricCar myCar = new ElectricCar(); System.out.println(myCar.type); // Salida: ElectricCar b) Car myCar = new ElectricCar(); System.out.println(myCar.type); // Salida: Vehicle c) ElectricCar myCar = new ElectricCar(); System.out.println(myCar.type); // Salida: Vehicle d) ElectricCar myCar = new ElectricCar(); System.out.println(myCar.type); // Salida: Car En Java, las variables de instancia no se polimorfizan . Esto significa que el tipo de referencia determina qué campo se accede , no el tipo del objeto en tiempo de ejecución. Solo los métodos se comportan de forma polimórfica. Veamos las opciones: class Vehicle { String type = "
Java.pdf	java/Java.pdf	158	Java	pág 252	Which of the following statements correctly identifies checked and unchecked exceptions in Java? a. SQLException is an unchecked exception, and ArrayIndexOutOfBoundsException is a checked exception. b. IOException is a checked exception, and NullPointerException is an unchecked exception. c. RuntimeException is a checked exception, and FileNotFoundException is an unchecked exception. d. ArithmeticException is a checked exception, and ClassNotFoundException is an unchecked exception. La distinción clave en Java es: ● Checked exceptions : Deben ser declaradas o capturadas ( try-catch ) en tiempo de compilación. Ejemplo: IOException , SQLException . ● Unchecked exceptions : No requieren declaración ni captura, ocurren en tiempo de ejecución. Generalmente son subclases de RuntimeException . Ejemplo: NullPointerException , ArrayIndexOutOfBoundsException . Analizando las opciones: ● a. I
Java.pdf	java/Java.pdf	159	APX	pág 254	¿Cuáles de las siguientes opciones son verdaderas acerca de APX? a. Ayuda a aumentar el uso de Mainframe. b. Ninguna opción es correcta. c. Ofrece una alternativa conﬁable para el desarrollo de transacciones no acopladas al canal. d. Biblioteca de métodos para crear un punto de contacto entre las tecnologías Frontend y Backend. e. Extensión de la Arquitectura Backend que brinda las mismas capacidades en el mundo distribuido Analizando las opciones: ● a. Incorrecta. APX no tiene como objetivo principal aumentar el uso de Mainframe. ● b. Incorrecta. Sí existen opciones correctas. ● c.
Java.pdf	java/Java.pdf	160	APX	pág 254	¿Cuáles son los tipos de componentes en APX batch? a. Librerías b. Jobs c. Todas las opciones son correctas d. DTOs e. Transacciones
Java.pdf	java/Java.pdf	161	Java	pág 255	What is the output of the following program? public class Test { public static void main(String[] args) { int x = 0; while (x++ < 5) { } String message = x > 5 ? "greater than" : "smaller than"; System.out.println(message + " - " + x); } } a. smaller than - 6 b. greater than - 6 c. smaller than - 5 d. Compilation fails. e. greater than - 5 Let's analyze the code carefully: int x = 0; while (x++ < 5) { // empty loop } 1. x starts at 0. 2. The condition x++ < 5 uses the post-increment , meaning the comparison uses the current value of x before incrementing. ○ Iteration 1: 0 < 5 → true → x becomes 1 ○ Iteration 2: 1 < 5 → true → x becomes 2 ○ Iteration 3: 2 < 5 → true → x becomes 3 ○ Iteration 4: 3 < 5 → true → x becomes 4 ○ Iteration 5: 4 < 5 → true → x becomes 5 ○ Iteration 6: 5 < 5 → false → loop exits → x is incremented to 6 After the loop, x = 6 . String message = x > 5 ? "greate
Java.pdf	java/Java.pdf	162	Java	pág 257	public class Test implements Runnable { boolean flag = true; @Override public synchronized void run() { if (flag) { flag = false; System.out.print("1 "); try { this.wait(); } catch (Exception e) { } System.out.print("2 "); } else { flag = true; System.out.print("3 "); try { Thread.sleep(2000); } catch (Exception e) { } System.out.print("4 "); notify(); } } public static void main(String[] args) { Test w = new Test(); new Thread(w).start(); new Thread(w).start(); } } Which of the following will be the output? a. The code outputs 1 3 4. b. The code outputs 1 2 3 4. c. The code outputs 3 4 1. d. The code outputs 1 3 4 2. e. The code never completes. f. The code runs to completion.
Java.pdf	java/Java.pdf	163	Java	pág 259	¿Cuáles son palabras reservadas para manejo de excepciones en Java? a. throw & throws b. Error, Exception, RuntimeException, Throwable c. ﬁnal, static, catch, throws d. try, catch, ﬁnally, throw, throws e. try, catch, ﬁnal, throw, throws La respuesta correcta es: d. try, catch, ﬁnally, throw, throws
Java.pdf	java/Java.pdf	164	Java	pág 260	¿Cuál de las siguientes implementaciones de código utiliza correctamente una clase genérica en Java? a) public class Box { private Object value; public Box(Object value) { this.value = value; } public Object getValue() { return value; } } b) public class Box { private int value; public Box(int value) { this.value = value; } public int getValue() { return value; } } c) public class Box<T extends Number> { private T value; public Box(T value) { this.value = value; } public T getValue() { return value; } } d) public class Box<T> { private T value; public Box(T value) { this.value = value; } public T getValue() { return value; } } a) b) c) d)
Java.pdf	java/Java.pdf	165	APX	pág 263	¿Cuál de las siguientes opciones son capacidades ofrecidas en APX? a. Todas las opciones son correctas. b. Procesamiento transaccional. c. Procesamiento Batch. d. Cold Deployment. e. Sin integración con servicios de seguridad. La respuesta correcta es: b. Procesamiento transaccional y c. Procesamiento Batch . Justiﬁcación: ● APX ofrece procesamiento transaccional y procesamiento por lotes (Batch) para gestionar operaciones de manera eﬁciente tanto en línea como en procesos masivos. ● No todas las opciones listadas son capacidades de APX: ○ Cold Deployment no es una característica especíﬁca de APX. ○ Sin integración con servicios de seguridad no es una capacidad, sino más bien una limitación, y APX sí puede integrarse con mecanismos de seguridad según la implementación. Por lo tanto, la opción a. Todas las opciones son correctas sería incorrecta .
Java.pdf	java/Java.pdf	166	Java	pág 263	hat will happen when you try to compile the following code? class Parent { protected void show() { System.out.println("Parent show"); } } class Child extends Parent { @Override void show() { System.out.println("Child show"); } } public class Test { public static void main(String[] args) { Child child = new Child(); child.show(); } } a. It will print "Parent show". b. It will print "Child show". c. Compilation error. d. It will print "Parent show" followed by "Child show". The correct answer is: c. Compilation error.
Java.pdf	java/Java.pdf	167	APX	pág 265	¿Cuáles de las siguientes opciones son archivos configurados por APX CLI al agregar JDBC Utility? a. library-arc-osgi.xml b. library-arc.xml c. conﬁg.xml d. settings.xml e. pom.xml
Java.pdf	java/Java.pdf	168	APX	pág 265	Con la "APX Operation Console", sólo se pueden ver grafos de dependencias para las librerías. Seleccione una: Verdadero Falso Falso
Java.pdf	java/Java.pdf	169	APX	pág 266	¿Cual opción es verdadera acerca de "APX Operation Console"? a. Herramienta web que proporciona a los desarrolladores y administradores gestionar la conﬁguración, veriﬁcación de componentes de la aplicación o busqueda de jobs ejecutados o en ejecución b. Herramienta de línea de comandos para inicializar proyectos de tipo APX. c. Herramienta para administrar las dependencias de un proyecto APX. d. Herramienta para agregar los parámetros de entrada y salida de una transacción o job APX. e. Ninguna opción es correcta. La opción correcta es: a. Herramienta web que proporciona a los desarrolladores y administradores gestionar la conﬁguración, veriﬁcación de componentes de la aplicación o búsqueda de jobs ejecutados o en ejecución
Java.pdf	java/Java.pdf	170	APX	pág 267	¿Cuáles son los tipos de componentes en APX? a. Librerías b. Jobs c. Todas las opciones son correctas d. DTOs e. Transacciones La respuesta correcta es: c. Todas las opciones son correctas
Java.pdf	java/Java.pdf	171	Herramientas/general	pág 267	¿Qué significa que un cambio en el software sea retrocompatible? a. El cambio garantiza que el software siga funcionando sin necesidad de modiﬁcaciones en el código que depende de él. b. El cambio puede romper la funcionalidad existente, requiriendo ajustes en el código que depende del software. c. El cambio corrige errores menores y realiza mejoras de rendimiento. d. El cambio introduce nuevas funcionalidades que no afectan el comportamiento existente del software. La respuesta correcta es: a. El cambio garantiza que el software siga funcionando sin necesidad de modiﬁcaciones en el código que depende de él.
Java.pdf	java/Java.pdf	172	Herramientas/general	pág 268	¿Qué comando en Bash se utiliza para copiar archivos de un lugar a otro? a. copy b. mv c. cp d. zip e. duplicate La respuesta correcta es: c. cp
Java.pdf	java/Java.pdf	173	Herramientas/general	pág 269	¿Cuál es el propósito principal de un objeto de transferencia de datos (DTO) en el diseño de software? a. Encapsular la lógica empresarial dentro de la aplicación. b. Transferir datos entre diferentes capas o niveles de una aplicación. c. Manejar operaciones de base de datos directamente. d. Proporcionar una interfaz de usuario para la entrada de datos. La respuesta correcta es: b. Transferir datos entre diferentes capas o niveles de una aplicación.
Java.pdf	java/Java.pdf	174	APX	pág 269	¿Cuál es la función principal de JobRepository en Spring Batch? a. Conﬁgurar y gestionar los recursos necesarios para la ejecución de un trabajo. b. Proporcionar un mecanismo de persistencia para todas las operaciones CRUD relacionadas con JobLauncher, Job y Step. c. Ejecutar los trabajos (Jobs) en paralelo para mejorar el rendimiento. d. Realizar la validación de los datos antes de procesarlos en un trabajo. La respuesta correcta es: b. Proporcionar un mecanismo de persistencia para todas las operaciones CRUD relacionadas con JobLauncher, Job y Step.
Java.pdf	java/Java.pdf	175	Java	pág 270	class Ot { enum Colors { RED, GREEN, BLUE, YELLOW, BLACK }; } public class Test { public static void main(String[] String) { for (Ot.Colors c : Ot.Colors.values()) { if (Ot.Colors.RED.equals(c)) { System.out.print("red "); } if (c == Ot.Colors.GREEN) { System.out.print("green "); } if (c.equals("BLUE")) { System.out.print("blue "); } } } } What is the result? a. red blue b. green blue c. red green blue d. red green e. An exception is thrown at runtime. f. Compilation fails. La respuesta correcta es: d. red green
Java.pdf	java/Java.pdf	176	APX	pág 272	¿Cuál es el archivo generado por el comando 'apx config'? a. settings.yaml b. conﬁg.xml c. pom.xml d. settings.xml e. conﬁg.yaml
Java.pdf	java/Java.pdf	177	APX	pág 272	¿Cuál es la nomenclatura correcta para un componente de tipo transacción? a. TESTT001-01-MX b. TESTT001-MX-01 c. TESTTT01-MX-01 d. TEST01-001-MX La respuesta correcta es: a. TESTT001-01-MX
Java.pdf	java/Java.pdf	178	Java	pág 273	Which of the following are valid ways to initialize an array in Java? a. int[] arr = (1, 2, 3); b. int[] arr = {1, 2, 3}; c. int[] arr = new int[] {1, 2, 3}; d. int[] arr = new int[3]; The valid ways to initialize an array in Java are: b. int[] arr = {1, 2, 3};
Java.pdf	java/Java.pdf	179	APX	pág 274	¿Cuál es la nomenclatura y la ruta de creación de un archivo que sigue el formato [UUAA]T[CODE]-[VERSION]-[COUNTRY].xml en un proyecto? a. Ninguna opción es correcta. b. [CODE]T[UUAA]-[VERSION]-[COUNTRY].xml y se crea en la ruta src/main/java/. c. [UUAA]T[CODE]-[VERSION]-[COUNTRY].xmly se crea en la ruta src/main/resources/. d. [VERSION]-[UUAA]T[CODE]-[COUNTRY].xml y se crea en la ruta src/main/resources/. e. [COUNTRY]-[VERSION]-[CODE]T[UUAA].xml y se crea en la ruta src/test/resources/. La respuesta correcta es: c. [UUAA]T[CODE]-[VERSION]-[COUNTRY].xml y se crea en la ruta src/main/resources/ .
Java.pdf	java/Java.pdf	180	Java	pág 274	What are the types of exceptions in Java? a. Checked b. Unchecked c. Object d. All the options are correct. e. Throwable
Java.pdf	java/Java.pdf	181	Java	pág 275	Dado el siguiente código: interface Omega {} class Gamma {} class Epsilon extends Gamma implements Omega {} public class Test { public static void main(String[] args) { Gamma g = new Epsilon(); Omega o = (Omega) g; // Corrected line Epsilon e = (Epsilon) g; // Corrected line Omega m= e; } } ¿Cuál es el resultado de la ejecución del programa? a. An exception is thrown at runtime. b. No option is correct. c. Compilation fails. d. The code runs with no output. The correct answer is: d. The code runs with no output.
Java.pdf	java/Java.pdf	182	APX	pág 276	¿Cuáles son los protocolos físicos que admite en APX? a.SQL b.JMS c.Kermit d.REST e.HTTP
Java.pdf	java/Java.pdf	183	Java	pág 276	Which of the following are unchecked exceptions? a. ArrayIndexOutOfBoundsException b. IOException c. RuntimeException d. NumberFormatException e. IllegalArgumentException f. InterruptedException The unchecked exceptions in Java are those that inherit from RuntimeException . Checked exceptions must be declared in a throws clause, while unchecked exceptions do not. From the given options: ● ArrayIndexOutOfBoundsException
Java.pdf	java/Java.pdf	184	Herramientas/general	pág 277	¿Cual de las siguientes opciones de vida de Maven se encarga de compilar el código fuente del proyecto? a. compile b. package c. test d. validate La fase compile en el ciclo de vida de Maven se encarga de compilar el código fuente del proyecto . ● compile: Compila el código fuente principal del proyecto. ● package: Empaqueta el proyecto compilado en un formato distribuible, como JAR o WAR. ● test: Ejecuta las pruebas unitarias del proyecto. ● validate: Valida que el proyecto esté correctamente conﬁgurado y que toda la información necesaria esté disponible. Respuesta: a. compile
Java.pdf	java/Java.pdf	185	Java	pág 278	¿Cuál de las siguientes herramientas incluidas en el JDK se utiliza para monitorear y gestionar aplicaciones? a. VM b. javac c. jar d. jconsole e. java La herramienta correcta es jconsole . ● jconsole : Es una herramienta incluida en el JDK que permite monitorear y gestionar aplicaciones Java en tiempo de ejecución , incluyendo uso de memoria, hilos y CPU, mediante JMX (Java Management Extensions). ● javac : Compila código fuente Java. ● jar : Empaqueta archivos en un archivo JAR. ● java : Ejecuta aplicaciones Java. ● VM : No es una herramienta especíﬁca del JDK. Respuesta: d. jconsole
Java.pdf	java/Java.pdf	186	Herramientas/general	pág 279	¿Cuál de las siguientes herramientas proporciona análisis de calidad del código, detectando errores, vulnerabilidades y malas prácticas en el código fuente? a. Bitbucket b. Jenkins c. Jira d. SonarQube e. Artifactory La herramienta correcta es SonarQube . ● SonarQube : Proporciona análisis de calidad del código , detectando errores, vulnerabilidades, “code smells” y malas prácticas en proyectos de software. ● Bitbucket : Sistema de control de versiones basado en Git. ● Jenkins : Herramienta de integración continua y automatización de builds. ● Jira : Plataforma de gestión de proyectos y seguimiento de incidencias. ● Artifactory : Repositorio de artefactos y gestión de dependencias. Respuesta: d. SonarQube
Java.pdf	java/Java.pdf	187	Java	pág 279	Dado el siguiente código: interface I { void method(); } public class C implements I { // declaraciones de métodos } ¿Qué método puede ser declarado dentro de la clase C para que compile? a. protected abstract void method() { } b. private void method() { } c. public abstract void method(); d. Ninguna de las opciones. e. void method() { }
Java.pdf	java/Java.pdf	188	Java	pág 280	¿Cuál de los siguientes métodos de Mockito se utilizan conjuntamente para definir el comportamiento de un mock cuando se llama a un método específico? a. doReturn() b. Ninguna opción es correcta. c. doThrow() d. when() & thenReturn() e. verify() En Mockito , para deﬁnir el comportamiento esperado de un mock al llamar a un método especíﬁco, se utiliza la combinación de when() y thenReturn() (o thenThrow() , según corresponda). Ejemplo: when(mockedList.get(0)).thenReturn("first"); ● when() indica qué método del mock estamos interceptando . ● thenReturn() indica qué valor debe devolver cuando se llame ese método. Otras opciones: ● doReturn() y doThrow() se usan en ciertos casos de métodos void o spies, pero no son la combinación estándar para métodos normales. ● verify() se usa para veriﬁcar que un método fue llamado, no para deﬁnir comportamiento. Respuesta correcta: d. when() & then
Java.pdf	java/Java.pdf	189	Java	pág 281	abstract class Animal { public void speak() { System.out.println("Animals make noise"); } public static void main(String[] args) { Animal animal = new Dog(); animal.speak(); } } class Dog extends Animal { protected void speak() { System.out.println("The Dog barks"); } } public class Test { public static void main(String... strings) { Animal.main(strings); } } a. Compilation fails. b. The Dog barks c. A runtime exception is thrown. d. Animals make noise La respuesta correcta es: a. Compilation fails.
Java.pdf	java/Java.pdf	190	Java	pág 283	Which of the following lines of code correctly appends a string to a StringBuilder object in Java? a. StringBuilder sb = new StringBuilder("Hello"); sb.add(" World"); b. StringBuilder sb = new StringBuilder("Hello"); sb.append(" World"); c. StringBuilder sb = "Hello"; sb += " World"; d. StringBuilder sb = new StringBuilder("Hello"); sb.insert(" World"); La respuesta correcta es: b.
Java.pdf	java/Java.pdf	191	Java	pág 283	The image shows a multiple-choice question about the java -jar command, which is used to execute Java programs packaged in JAR (Java Archive) files. The question asks which of the following statements about the command are true. The options are: a. The java -jar command can dynamically add libraries to the classpath using the -cp or -classpath options. b. The java -jar command ignores the CLASSPATH environment variable and command-line classpath settings. c. The java -jar command can execute a JAR ﬁle without specifying the main class if the JAR ﬁle contains multiple main classes. d. The java -jar command requires the JAR ﬁle to have a META-INF/MANIFEST.MF ﬁle specifying the main class. e. The java -jar command can only be used to execute JAR ﬁles that are executable JARs, i.e., those that contain the META-INF/MANIFEST.MF ﬁle with the Main-Class attribute. Las opciones correctas so
Java.pdf	java/Java.pdf	192	Java	pág 284	Which two statements are true? a. An interface cannot be extended by another interface. b. An interface can be extended by an abstract class. c. An abstract class cannot be extended by an abstract class. d. An abstract class can implement an interface. e. An abstract class can be extended by a concrete class. The correct options are: d and e
Java.pdf	java/Java.pdf	193	Java	pág 285	¿Cuál es el propósito principal de la anotación @Test en JUnit? a. Ninguna opción es correcta. b. Marcar un método como un método de prueba. c. Ejecutar un método antes de todos los métodos de prueba en una clase. d. Ejecutar un método después de todos los métodos de prueba en una clase. e. Ignorar un método de prueba. La respuesta correcta es: b. Marcar un método como un método de prueba.
Java.pdf	java/Java.pdf	194	Herramientas/general	pág 286	Una transacción es un conjunto de operaciones que se ejecutan como un solo elemento. Una transacción debe tener propiedades ACID. Verdadero Falso Verdadero
Java.pdf	java/Java.pdf	195	Herramientas/general	pág 286	¿Cuál es la rama principal de Gitflow en la que se integran las nuevas funcionalidades antes de lanzarlas a producción? a. feature b. release c. hotﬁx d. develop e. master
Java.pdf	java/Java.pdf	196	Herramientas/general	pág 287	¿Cuál de los siguientes comandos de Maven se utiliza para compilar un proyecto y crear un archivo JAR pero sin instalarlo en el repositorio local? a. mvn install b. mvn package c. mvn clean d. mvn compile Respuesta: b. mvn package
Java.pdf	java/Java.pdf	197	Herramientas/general	pág 287	Which design pattern allows you to compose objects into tree structures to represent part-whole hierarchies, letting clients treat individual objects and compositions uniformly? a. Builder b. Composite c. Singleton d. Abstract Factory e. Facade Respuesta: b. Composite
Java.pdf	java/Java.pdf	198	Herramientas/general	pág 288	¿Cuál es el significado del acrónimo CRUD en el contexto del desarrollo de aplicaciones? a. Create, Read, Update, Delete. b. Compile, Run, Update, Display. c. Connect, Retrieve, Upload, Download. d. Create, Retrieve, Upgrade, Delete. Respuesta: a. Create, Read, Update, Delete
Java.pdf	java/Java.pdf	199	Java	pág 289	import java.util.stream.Stream; import java.util.Objects; class Person { public String name; Person(String name) { this.name = name; } @Override public int hashCode() { return Objects.hash(name); } @Override public boolean equals(Object obj) { if (this == obj) return true; if (obj == null) return false; if (getClass() != obj.getClass()) return false; Person other = (Person) obj; return Objects.equals(name, other.name); } } public class Test { public static void main(String[] args) { Person p1 = new Person("John"); Person p2 = new Person("Jane"); Person p3 = new Person("Jane"); Person p4 = new Person("Mark"); Stream<Person> stream = Stream.of(p1, p2, p3, p4); long count = stream.filter(p -> p.name.startsWith("J")).distinct().count(); System.out.println(count); } } What will be the output of the above code? a. 2 b. A runtime exception is thrown c. 0 d. 3 e. 4 f. 1 g. Compilation f
Java.pdf	java/Java.pdf	200	Herramientas/general	pág 292	¿Cuál es la principal función de JFrog Artifactory en un entorno de desarrollo de software? a. Proporcionar un entorno de desarrollo integrado (IDE) para aplicaciones Java. b. Ofrecer un sistema de control de versiones para proyectos de software. c. Actuar como un servidor web para alojar sitios HTML y CSS. d. Gestionar y almacenar artefactos de software, como dependencias y bibliotecas, en un repositorio. La respuesta correcta es: d. Gestionar y almacenar artefactos de software, como dependencias y bibliotecas, en un repositorio.
Java.pdf	java/Java.pdf	201	Java	pág 292	Which of the following lines of code correctly defines the main method in a Java program? a. static void main(String args[]) {} b. public static int main(String[] args) {} c. public static void main(String... String) {} d. public static void main(String[] args) {} e. private static void main(String[] args) {}
Java.pdf	java/Java.pdf	202	Java	pág 293	hat will be the result of attempting to compile and run the following code snippet? public class RecursiveConstructorTest { private int value; public RecursiveConstructorTest() { this(10); System.out.println("No-argument constructor called"); } public RecursiveConstructorTest(int value) { this(); this.value = value; System.out.println("Constructor with int argument called: " + value); } public static void main(String[] args) { RecursiveConstructorTest obj = new RecursiveConstructorTest(); } } a. Compilation error due to recursive constructor calls. b. Runtime error due to inﬁnite recursion. c. No-argument constructor called. Constructor with int argument called: 10. d. Constructor with int argument called: 10. No-argument constructor called. La respuesta correcta es: a. Compilation error due to recursive constructor calls.
Java.pdf	java/Java.pdf	203	Java	pág 294	abstract class Vehicle { public abstract void start(); public void stop() { System.out.println("Vehicle stopped"); } } class Car extends Vehicle { @Override public void start() { System.out.println("Car started"); } } class Bike extends Vehicle { @Override public void start() { System.out.println("Bike started"); } } public class Test { public static void main(String[] args) { Vehicle car = new Car(); Vehicle bike = new Bike(); car.start(); car.stop(); bike.start(); bike.stop(); } } What will be the output of the following code? Car started Vehicle stopped Bike started Vehicle stopped Vehicle stopped Car started Vehicle stopped Bike started Bike started Vehicle stopped Car started Vehicle stopped Car started Vehicle stopped Vehicle stopped Bike started
Java.pdf	java/Java.pdf	204	APX	pág 296	¿Cuáles son los tipos de componentes en APX Online? a. Librerías b. Jobs c. Todas las opciones son correctas d. DTOs e. Transacciones
Java.pdf	java/Java.pdf	205	Herramientas/general	pág 296	¿Cuál es el patrón de diseño que permite a un objeto cambiar su estado interno? State Pattern Correcto.
Java.pdf	java/Java.pdf	206	Java	pág 297	Which two statements are true? a. A class that is abstract cannot be instantiated or turned into an object (instance). b. An interface cannot be extended by another interface. c. If a class has abstract methods, then it must be speciﬁed as an abstract class. d. An abstract class can be extended by an interface. Las dos aﬁrmaciones correctas son: a. A class that is abstract cannot be instantiated or turned into an object (instance).
Java.pdf	java/Java.pdf	207	Herramientas/general	pág 298	¿Cuál de las siguientes herramientas es la más adecuada para el seguimiento de problemas y la gestión de proyectos en entornos de desarrollo de software? a. Jenkins b. Jira c. Artifactory d. SonarQube e. Bitbucket La respuesta correcta es: b. Jira
Java.pdf	java/Java.pdf	208	APX	pág 299	¿Cuál es el objetivo de la clase abstracta de la transacción APX? a. Recuperar información de solicitud HTTP. b. Agregar parámetros del cuerpo de la respuesta. c. Todas las opciones son correctas. d. Unir las operaciones relacionadas con los parámetros de entrada y salida de la lógica de la transacción. e. Separar las operaciones relacionadas con los parámetros de entrada y salida de la lógica de la transacción.
Java.pdf	java/Java.pdf	209	Herramientas/general	pág 299	¿Cuál es el propósito del plugin maven-surefire-plugin y en qué etapa del ciclo de vida de Maven se ejecuta principalmente? a. Instalar el artefacto en el repositorio local durante la etapa 'install'. b. Empaquetar el proyecto durante la etapa 'package'. c. Ejecutar pruebas unitarias durante la etapa de 'test'. d. Generar la documentación del proyecto durante la etapa de 'site'. La respuesta correcta es: c. Ejecutar pruebas unitarias durante la etapa de 'test'.
Java.pdf	java/Java.pdf	210	Herramientas/general	pág 300	¿Cuál es el propósito principal de OSGi (Open Service Gateway Initiative) en el desarrollo de software moderno? a. Gestionar dependencias y permitir el despliegue dinámico de módulos en aplicaciones Java. b. Proporcionar un entorno de desarrollo integrado (IDE) para aplicaciones Java. c. Servir como un sistema de control de versiones para proyectos de software. d. Actuar como un servidor de aplicaciones para ejecutar aplicaciones empresariales Java. La respuesta correcta es: a. Gestionar dependencias y permitir el despliegue dinámico de módulos en aplicaciones Java.
Java.pdf	java/Java.pdf	211	Java	pág 300	¿Cuál será el resultado del siguiente fragmento de código? class Animal { public void makeSound() { System.out.println("Animal sound"); } } class Dog extends Animal { @Override public void makeSound() { System.out.println("Bark"); } } public class Test { public static void main(String[] args) { Animal myDog = new Dog(); myDog.makeSound(); } } a. Animal sound b. Error de ejecución c. Error de compilación d. Bark La respuesta correcta es: d. Bark
